Object.Name	LG	Start.cM	Stop.cM	Object.Type
Seed_weight_49-14	F	57.77	75.97	QTL_other-seed
Seed_weight_49-15	M	18.58	56.29	QTL_other-seed
Seed_weight_49-2	B1	28.33	32.5	QTL_other-seed
Seed_weight_49-3	C1	131.46	133.46	QTL_other-seed
Seed_weight_49-4	C2	131.46	133.46	QTL_other-seed
Seed_weight_49-5	C2	117.76	126.23	QTL_other-seed
Seed_weight_49-6	C2	112.34	112.83	QTL_other-seed
Seed_weight_49-7	C2	99.18	107.58	QTL_other-seed
Seed_weight_49-8	D1b	37.07	99.18	QTL_other-seed
Seed_weight_49-9	D1b	116.34	137.05	QTL_other-seed
Seed_weight_5-1	L	69.36	71.36	QTL_other-seed
Seed_weight_5-2	C1	72.17	74.17	QTL_other-seed
Seed_weight_50-1	D2	38.34	40.34	QTL_other-seed
Seed_weight_50-10	O	38.09	59.43	QTL_other-seed
Seed_weight_50-11	D2	38.34	40.34	QTL_other-seed
Seed_weight_50-12	D1b	112.62	137.97	QTL_other-seed
Seed_weight_50-13	I	48.34	50.34	QTL_other-seed
Seed_weight_50-14	F	27.87	56.16	QTL_other-seed
Seed_weight_50-15	H	67.79	81.04	QTL_other-seed
Seed_weight_50-16	I	92.51	113.76	QTL_other-seed
Seed_weight_50-17	A1	14.37	19.37	QTL_other-seed
Seed_weight_50-2	C1	94.62	122.62	QTL_other-seed
Seed_weight_50-3	D2	94.62	122.62	QTL_other-seed
Seed_weight_50-4	G	27.48	43.38	QTL_other-seed
Seed_weight_50-5	K	54.97	71.01	QTL_other-seed
Seed_weight_50-6	E	43.29	45.4	QTL_other-seed
Seed_weight_50-7	F	56.16	63.68	QTL_other-seed
Seed_weight_50-8	E	43.29	45.4	QTL_other-seed
Seed_weight_50-9	C1	69.51	71.51	QTL_other-seed
Seed_weight_51-1	D1b	19.61	21.61	QTL_other-seed
Seed_weight_54-1	C1	54.6	56.6	QTL_other-seed
Seed_weight_54-2	C1	54.6	56.6	QTL_other-seed
Seed_weight_54-3	C2	112.7	114.7	QTL_other-seed
Seed_weight_6-1	E	46.57	48.57	QTL_other-seed
Seed_weight_6-2	A2	53.92	55.92	QTL_other-seed
Seed_weight_6-3	B1	4.07	6.07	QTL_other-seed
Seed_weight_6-4	A1	26.78	28.78	QTL_other-seed
Seed_weight_6-5	C2	106.6	108.6	QTL_other-seed
Seed_weight_6-6	F	70.42	72.42	QTL_other-seed
Seed_weight_6-7	C1	32.3	34.3	QTL_other-seed
Seed_weight_7-1	A2	107.78	109.78	QTL_other-seed
Seed_weight_7-3	A1	87.58	89.58	QTL_other-seed
Seed_weight_7-4	D1a	74.3	76.3	QTL_other-seed
Seed_weight_7-5	C2	22.34	24.34	QTL_other-seed
Seed_weight_7-6	M	17.6	19.6	QTL_other-seed
Seed_weight_7-7	L	77.23	79.23	QTL_other-seed
Seed_weight_8-1	I	31.42	33.42	QTL_other-seed
Seed_weight_9-1	I	43	45	QTL_other-seed
Seed_weight_per_plant_1-1	A1	29.93	36.93	QTL_yield
Seed_weight_per_plant_1-2	A1	16.16	21.66	QTL_yield
Seed_weight_per_plant_1-3	C1	82.51	84.8	QTL_yield
Seed_weight_per_plant_1-4	N	78.51	83.01	QTL_yield
Seed_weight_per_plant_2-1	K	66.43	90.93	QTL_yield
Seed_weight_per_plant_3-1	A2	8.14	10.14	QTL_yield
Seed_weight_per_plant_3-2	O	128.3	130.3	QTL_yield
Seed_weight_per_plant_4-1	L	87.41	92.66	QTL_yield
Seed_weight_per_plant_5-1	C2	98.07	107.58	QTL_yield
Seed_weight_per_plant_5-2	L	71.44	87.41	QTL_yield
Seed_weight_per_plant_5-3	N	84.59	102.05	QTL_yield
Seed_weight_per_plant_6-1	C2	30.46	91.8	QTL_yield
Seed_weight_per_plant_6-2	C1	5.36	41.43	QTL_yield
Seed_weight_per_plant_6-4	G	12.74	33.25	QTL_yield
Seed_weight_per_plant_6-5	G	33.25	43.09	QTL_yield
Seed_weight_per_plant_6-6	G	43.09	52.93	QTL_yield
Seed_weight_per_plant_6-7	G	52.93	62.16	QTL_yield
Seed_weight_per_plant_6-8	G	73.41	108.69	QTL_yield
Seed_weight_per_plant_6-9	M	80.01	103.98	QTL_yield
"Seed_weight_per_plant,_variable_P_7-1"	B1	53.41	57.91	QTL_yield
"Seed_weight_per_plant,_variable_P_7-2"	C1	72.84	74.84	QTL_yield
"Seed_weight_per_plant,_variable_P_7-3"	B1	56.91	58.91	QTL_yield
"Seed_weight_per_plant,_variable_P_7-4"	B1	53.41	57.91	QTL_yield
Seed_width_1-1	E	35.79	51.95	QTL_other-seed
Seed_width_1-10	C1	76.23	77.27	QTL_other-seed
Seed_width_1-11	C1	90.72	122.62	QTL_other-seed
Seed_width_1-2	E	56.27	67.91	QTL_other-seed
Seed_width_1-3	C2	23.34	30.79	QTL_other-seed
Seed_width_1-4	C2	45.75	79.1	QTL_other-seed
Seed_width_1-5	M	18.58	33.47	QTL_other-seed
Seed_width_1-6	D2	7.8	17.18	QTL_other-seed
Seed_width_1-7	L	86.57	89.13	QTL_other-seed
Seed_width_1-8	L	66.51	92	QTL_other-seed
Seed_width_1-9	D1b	0	25.6	QTL_other-seed
Seed_width_3-1	C2	45.75	61.98	QTL_other-seed
Seed_width_3-2	E	41.24	46.65	QTL_other-seed
Seed_width_3-3	G	53.41	59.83	QTL_other-seed
Seed_width_4-1	D1b	37.07	46.91	QTL_other-seed
Seed_width_4-2	N	74.98	76.48	QTL_other-seed
Seed_width_4-3	A1	27.78	42.79	QTL_other-seed
Seed_width_4-4	C2	30.46	44.66	QTL_other-seed
Seed_width_4-5	M	56.29	60.04	QTL_other-seed
Seed_width_4-6	O	100.37	107.58	QTL_other-seed
Seed_width_4-7	B2	45.15	72.8	QTL_other-seed
Seed_width_4-8	G	4.53	12.54	QTL_other-seed
Seed_width_4-9	I	74.26	98.11	QTL_other-seed
Seed_width_to_thickness_ratio_1-1	N	26.13	34.52	QTL_other-seed
Seed_width_to_thickness_ratio_1-2	N	34.52	43.45	QTL_other-seed
Seed_width_to_thickness_ratio_1-3	C2	30.46	44.66	QTL_other-seed
Seed_width_to_thickness_ratio_1-4	F	5.36	11.37	QTL_other-seed
Seed_width_to_thickness_ratio_1-5	E	45.4	46.65	QTL_other-seed
Seed_width_to_thickness_ratio_1-6	I	21.9	46.22	QTL_other-seed
Seed_winter_hardiness_1-1	A2	45.29	60.59	QTL_inorganic
Seed_winter_hardiness_1-2	C2	107.58	127.66	QTL_inorganic
Seed_winter_hardiness_1-3	D1b	102.59	116.34	QTL_inorganic
Seed_winter_hardiness_2-1	A2	45.29	60.59	QTL_inorganic
Seed_winter_hardiness_2-2	C2	98.07	117.76	QTL_inorganic
Seed_winter_hardiness_2-3	D1b	118.62	137.97	QTL_inorganic
Seed_yield_1-1	C2	114.78	116.72	QTL_yield
Seed_yield_1-2	M	38.98	58.5	QTL_yield
Seed_yield_10-1	I	31.4	33.4	QTL_yield
Seed_yield_11-1	C2	39.3	41.3	QTL_yield
Seed_yield_11-2	C2	111.2	113.2	QTL_yield
Seed_yield_11-3	F	141.4	143.4	QTL_yield
Seed_yield_11-4	H	68.12	70.12	QTL_yield
Seed_yield_11-5	J	72.74	74.74	QTL_yield
Seed_yield_11-6	L	88.1	90.1	QTL_yield
Seed_yield_11-7	M	17.6	19.6	QTL_yield
Seed_yield_12-1	K	45.74	47.38	QTL_yield
Seed_yield_12-2	C1	77.65	79.65	QTL_yield
Seed_yield_12-3	I	111.7	113.7	QTL_yield
Seed_yield_13-1	K	47.38	49.53	QTL_yield
Seed_yield_13-2	K	0.8	2.8	QTL_yield
Seed_yield_14-1	I	36.4	36.94	QTL_yield
Seed_yield_15-1	C2	97.07	99.07	QTL_yield
Seed_yield_15-10	A1	25.42	27.42	QTL_yield
Seed_yield_15-11	G	95.47	97.47	QTL_yield
Seed_yield_15-12	N	52.25	54.25	QTL_yield
Seed_yield_15-13	N	74.91	74.91	QTL_yield
Seed_yield_15-15	I	111.7	113.7	QTL_yield
Seed_yield_15-2	O	4.44	6.44	QTL_yield
Seed_yield_15-3	A1	94.16	96.16	QTL_yield
Seed_yield_15-4	G	42.38	44.38	QTL_yield
Seed_yield_15-5	K	42.35	44.35	QTL_yield
Seed_yield_15-6	B2	54.2	56.2	QTL_yield
Seed_yield_15-7	D2	104.15	106.15	QTL_yield
Seed_yield_15-8	H	85.49	87.49	QTL_yield
Seed_yield_15-9	M	129.76	131.76	QTL_yield
Seed_yield_16-1	K	35.99	37.99	QTL_yield
Seed_yield_16-2	K	35.99	37.99	QTL_yield
Seed_yield_16-3	C2	111.84	113.84	QTL_yield
Seed_yield_16-4	E	2.3	4.3	QTL_yield
Seed_yield_16-5	E	32.47	34.47	QTL_yield
Seed_yield_17-1	K	36.99	40.86	QTL_yield
Seed_yield_17-2	C2	112.45	112.8	QTL_yield
Seed_yield_17-3	E	2.3	4.3	QTL_yield
Seed_yield_17-4	M	33.47	50.09	QTL_yield
Seed_yield_17-5	M	33.4	50.1	QTL_yield
Seed_yield_18-1	C2	116.72	131.75	QTL_yield
Seed_yield_18-2	C2	115.2	116.72	QTL_yield
Seed_yield_18-3	F	2.63	4.63	QTL_yield
Seed_yield_19-1	C2	109.26	113.4	QTL_yield
Seed_yield_19-2	C2	107.58	109.26	QTL_yield
Seed_yield_19-3	C2	111.19	113.19	QTL_yield
Seed_yield_19-4	M	18.58	40.35	QTL_yield
Seed_yield_19-5	M	6.84	8.84	QTL_yield
Seed_yield_2-1	M	39.35	41.35	QTL_yield
Seed_yield_2-2	C2	115.7	117.7	QTL_yield
Seed_yield_20-1	A1	93.19	95.19	QTL_yield
Seed_yield_20-2	J	40.9	42.9	QTL_yield
Seed_yield_21-1	C2	106.58	108.58	QTL_yield
Seed_yield_21-10	E	43.75	45.75	QTL_yield
Seed_yield_21-2	C2	116.87	118.87	QTL_yield
Seed_yield_21-3	C2	126.66	128.66	QTL_yield
Seed_yield_21-4	G	1.2	3.2	QTL_yield
Seed_yield_21-5	J	77.57	79.57	QTL_yield
Seed_yield_21-6	D2	46.73	48.73	QTL_yield
Seed_yield_21-7	I	45.22	47.22	QTL_yield
Seed_yield_21-8	G	37.47	39.47	QTL_yield
Seed_yield_22-1	B1	36.48	46.38	QTL_yield
Seed_yield_22-10	A1	64.73	78.44	QTL_yield
Seed_yield_22-11	C2	113.41	113.62	QTL_yield
Seed_yield_22-12	C2	101.75	111.68	QTL_yield
Seed_yield_22-13	C2	112.83	112.84	QTL_yield
Seed_yield_22-14	C2	112.83	112.84	QTL_yield
Seed_yield_22-15	M	53.54	63.93	QTL_yield
Seed_yield_22-16	M	60.47	63.93	QTL_yield
Seed_yield_22-17	G	61.63	76.76	QTL_yield
Seed_yield_22-18	G	68.66	76.76	QTL_yield
Seed_yield_22-19	O	0	8.75	QTL_yield
Seed_yield_22-2	C2	111.84	113.84	QTL_yield
Seed_yield_22-3	D1b	74.01	87.19	QTL_yield
Seed_yield_22-4	H	86.48	89.51	QTL_yield
Seed_yield_22-5	I	97.11	99.11	QTL_yield
Seed_yield_22-6	K	58	61.66	QTL_yield
Seed_yield_22-7	K	58	61.66	QTL_yield
Seed_yield_22-8	M	139.69	141.69	QTL_yield
Seed_yield_22-9	L	107.23	115.07	QTL_yield
Seed_yield_23-1	K	44.59	46.59	QTL_yield
Seed_yield_23-10	B2	74.34	76.34	QTL_yield
Seed_yield_23-11	B2	72.2	74.2	QTL_yield
Seed_yield_23-12	C2	29.46	31.46	QTL_yield
Seed_yield_23-13	J	36.04	38.04	QTL_yield
Seed_yield_23-14	J	41.25	43.25	QTL_yield
Seed_yield_23-15	O	19.45	21.45	QTL_yield
Seed_yield_23-2	J	43.08	45.08	QTL_yield
Seed_yield_23-3	J	66.79	68.79	QTL_yield
Seed_yield_23-4	C1	75.23	77.23	QTL_yield
Seed_yield_23-5	C2	111.19	113.19	QTL_yield
Seed_yield_23-6	J	11.41	13.41	QTL_yield
Seed_yield_23-7	L	33.54	35.54	QTL_yield
Seed_yield_23-8	O	81.08	83.08	QTL_yield
Seed_yield_23-9	A1	29.93	31.93	QTL_yield
Seed_yield_24-1	L	60.34	62.34	QTL_yield
Seed_yield_25-1	C1	71.45	82.51	QTL_yield
Seed_yield_25-2	C1	20.85	26.35	QTL_yield
Seed_yield_25-3	O	39.82	55.81	QTL_yield
Seed_yield_25-4	C2	112.95	114.95	QTL_yield
Seed_yield_25-5	I	85.73	87.73	QTL_yield
Seed_yield_25-6	C2	106.58	108.58	QTL_yield
Seed_yield_25-7	K	107.19	109.19	QTL_yield
Seed_yield_26-1	D2	85.69	89.19	QTL_yield
Seed_yield_27-1	C1	11.51	16.61	QTL_yield
Seed_yield_27-2	C1	20.89	27.09	QTL_yield
Seed_yield_27-3	G	94.5	105.5	QTL_yield
Seed_yield_27-4	N	90.55	94.55	QTL_yield
Seed_yield_28-1	A1	28.95	31.3	QTL_yield
Seed_yield_28-10	D1b	74	76	QTL_yield
Seed_yield_28-11	F	74.97	76.97	QTL_yield
Seed_yield_28-12	O	66.93	68.93	QTL_yield
Seed_yield_28-2	C1	73.45	75.45	QTL_yield
Seed_yield_28-3	C2	106.58	108.58	QTL_yield
Seed_yield_28-4	C2	112.95	114.95	QTL_yield
Seed_yield_28-5	E	44	46	QTL_yield
Seed_yield_28-6	I	85.73	87.73	QTL_yield
Seed_yield_28-7	K	55.61	57.61	QTL_yield
Seed_yield_28-8	K	107.19	109.19	QTL_yield
Seed_yield_28-9	O	38.82	40.82	QTL_yield
Seed_yield_29-1	K	50.56	56.61	QTL_yield
Seed_yield_29-2	J	28.38	39.18	QTL_yield
Seed_yield_3-1	M	37.98	39.98	QTL_yield
Seed_yield_3-2	C2	116.87	118.87	QTL_yield
Seed_yield_30-1	C1	11.51	16.61	QTL_yield
Seed_yield_30-2	C1	20.89	27.09	QTL_yield
Seed_yield_30-3	G	94.5	105.5	QTL_yield
Seed_yield_30-4	N	90.55	94.55	QTL_yield
Seed_yield_31-1	B2	62.31	99.1	QTL_yield
Seed_yield_31-10	K	56.61	62.55	QTL_yield
Seed_yield_31-11	M	35.84	66.98	QTL_yield
Seed_yield_31-12	O	104.01	106.09	QTL_yield
Seed_yield_31-2	D2	10.23	11.42	QTL_yield
Seed_yield_31-3	D2	81.79	84.2	QTL_yield
Seed_yield_31-4	E	56.64	56.7	QTL_yield
Seed_yield_31-5	F	27.09	31.41	QTL_yield
Seed_yield_31-6	G	21.88	29.15	QTL_yield
Seed_yield_31-7	I	15.92	18.66	QTL_yield
Seed_yield_31-8	I	37.49	47.76	QTL_yield
Seed_yield_31-9	J	37.4	67.79	QTL_yield
Seed_yield_32-1	A1	29.93	31.93	QTL_yield
Seed_yield_32-2	O	19.43	21.43	QTL_yield
Seed_yield_32-3	B2	74.34	76.34	QTL_yield
Seed_yield_32-4	J	36.04	38.04	QTL_yield
Seed_yield_4-1	N	135	137	QTL_yield
Seed_yield_5-1	C2	106.6	108.6	QTL_yield
Seed_yield_5-2	D2	46.73	48.73	QTL_yield
Seed_yield_5-3	F	101.08	103.08	QTL_yield
Seed_yield_6-1	M	17.6	19.6	QTL_yield
Seed_yield_7-1	C2	106.6	108.6	QTL_yield
Seed_yield_8-1	L	70.44	72.44	QTL_yield
Seed_yield_8-2	D1a	63.52	65.52	QTL_yield
Seed_yield_9-1	I	34.35	36.35	QTL_yield
Seed_yield_to_Plant_height_ratio_1-1	L	91	93	QTL_yield
Seed_yield_to_Plant_height_ratio_1-2	L	8.4	10.4	QTL_yield
Seed_yield_to_Plant_height_ratio_1-3	J	19.8	21.8	QTL_yield
Seed_yield_to_Plant_height_ratio_2-1	C2	106.6	108.6	QTL_yield
Seed_yield_to_Plant_height_ratio_2-2	M	17.6	19.6	QTL_yield
Seed_yield_to_Plant_height_ratio_2-3	F	101.08	103.08	QTL_yield
Seed_yield_to_Plant_height_ratio_2-4	D2	52.85	54.85	QTL_yield
Seed_yield_to_Plant_height_ratio_2-5	L	69.36	71.36	QTL_yield
Seed_yield_to_Plant_height_ratio_2-6	L	65.5	67.5	QTL_yield
Seed_yield_to_Plant_height_ratio_3-1	L	94.4	96.4	QTL_yield
Seed_yield_to_Plant_height_ratio_3-2	L	106.24	108.24	QTL_yield
Seed_yield_to_Plant_height_ratio_3-3	D1b	24.6	26.6	QTL_yield
Seed_yield_to_Plant_height_ratio_3-4	B2	77.84	79.84	QTL_yield
Seed_yield_to_Plant_height_ratio_4-1	J	11.41	13.41	QTL_yield
Seed_yield_to_Plant_height_ratio_4-2	C2	116.87	118.87	QTL_yield
Seed_yield_to_Plant_height_ratio_4-3	L	85.6	87.6	QTL_yield
Seed_yield_to_weight_ratio_1-1	M	34.85	36.85	QTL_yield
Seed_yield_to_weight_ratio_2-1	B1	4.07	6.07	QTL_yield
Seed_yield_to_weight_ratio_2-2	C2	44.8	46.8	QTL_yield
Seed_yield_to_weight_ratio_2-3	F	70.42	72.42	QTL_yield
Seed_yield_to_weight_ratio_3-1	A2	107.78	109.78	QTL_yield
Seed_yield_to_weight_ratio_3-2	C2	112.4	114.4	QTL_yield
Seed_yield_to_weight_ratio_3-3	M	17.6	19.6	QTL_yield
"Seed,_beginning_1-1"	C2	116.7	119.5	QTL_reprod-period
"Seed,_beginning_1-2"	L	68.2	86.6	QTL_reprod-period
"Seed,_beginning_2-1"	I	85.73	87.73	QTL_reprod-period
"Seed,_beginning_3-1"	C2	112.95	114.95	QTL_reprod-period
"Seed,_beginning_3-2"	C2	106.58	108.58	QTL_reprod-period
"Seedling,_abnormal_1-2"	C2	131	133	QTL_whole-plant
"Seedling,_abnormal_1-3"	N	29.3	31.3	QTL_whole-plant
Seeds_per_plant_1-1	O	58.4	60.4	QTL_yield
Seeds_per_plant_1-2	K	66.45	90.95	QTL_yield
Seeds_per_plant_2-1	K	66.43	90.93	QTL_yield
Seeds_per_plant_3-1	F	109.5	111.5	QTL_yield
Seeds_per_plant_3-2	D2	50.8	52.8	QTL_yield
"Seeds_per_plant,_variable_P_4-1"	B1	56.91	58.91	QTL_yield
"Seeds_per_plant,_variable_P_4-2"	C1	72.84	74.84	QTL_yield
"Seeds_per_plant,_variable_P_4-3"	B1	56.91	58.91	QTL_yield
"Seeds_per_plant,_variable_P_4-4"	C1	72.84	74.84	QTL_yield
Shoot_P_1-1	D2	23.52	25.52	QTL_whole-plant
Shoot_P_1-2	B1	56.91	58.91	QTL_whole-plant
Shoot_P_1-3	F	19.55	21.55	QTL_whole-plant
"Shoot_P,_variable_P_2-1"	D2	23.52	25.52	QTL_whole-plant
"Shoot_P,_variable_P_2-2"	B1	56.91	58.91	QTL_whole-plant
"Shoot_P,_variable_P_2-3"	F	19.55	21.55	QTL_whole-plant
Shoot_fresh_to_dry_weight_ratio_1-1	B2	68.48	75.78	QTL_whole-plant
Shoot_fresh_to_dry_weight_ratio_1-2	C2	98.07	118.57	QTL_whole-plant
Shoot_fresh_to_dry_weight_ratio_1-3	F	16.08	21.88	QTL_whole-plant
Shoot_length_1-1	A2	45.29	48.84	QTL_whole-plant
Shoot_weight_1-1	D2	23.52	25.52	QTL_whole-plant
Shoot_weight_1-2	B1	53.41	57.91	QTL_whole-plant
Shoot_weight_1-3	B1	56.91	58.91	QTL_whole-plant
Shoot_weight_3-1	O	58.43	60.43	QTL_whole-plant
Shoot_weight_3-2	C2	40.3	59.6	QTL_whole-plant
Shoot_weight_3-3	L	27.9	33.5	QTL_whole-plant
Shoot_weight_3-4	F	2.2	15.4	QTL_whole-plant
Shoot_weight_4-1	A1	28.95	57.34	QTL_whole-plant
Shoot_weight_4-2	A2	109.83	119.58	QTL_whole-plant
Shoot_weight_4-3	N	22.67	65.45	QTL_whole-plant
Shoot_weight_4-4	A2	110.94	119.58	QTL_whole-plant
Shoot_weight_4-5	A2	110.94	119.58	QTL_whole-plant
"Shoot_weight,_dry_2-1"	E	31.27	49.27	QTL_whole-plant
"Shoot_weight,_dry_2-2"	L	3.14	38.14	QTL_whole-plant
"Shoot_weight,_dry_3-1"	A2	45.29	48.84	QTL_whole-plant
"Shoot_weight,_dry_3-2"	H	67.16	86.48	QTL_whole-plant
"Shoot_weight,_dry_6-1"	C2	40.29	101.75	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-1"	D1A	69.6	78	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-2"	D1B	116.3	116.5	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-3"	D2	102.8	111.7	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-4"	C1	39.8	76.2	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-5"	G	61.3	62.3	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-6"	F	92.7	102.8	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-7"	N	29	29.8	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-8"	B2	75.2	81.7	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_1-9"	J	4.8	43.9	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_6-1"	D2	23.52	25.52	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_6-2"	B1	53.41	57.91	QTL_whole-plant
"Shoot_weight,_dry,_variable_P_6-3"	B1	56.91	58.91	QTL_whole-plant
Shr	F	103	103	Gene
Sle28_1	C2	106.76	106.76	RFLP
Sle2_3	N	41.36	41.36	RFLP
Sle3_14	D1a	57.02	57.02	RFLP
Sle3_4	D1a	66.13	66.13	RFLP
Sle3_4m	J	75.5	75.5	RFLP
Sle3_4s	L	6.19	6.19	RFLP
Sle_001	G	65.01	65.01	RFLP
Sle_002	D1a	59.59	59.59	RFLP
Sle_003	N	35.82	35.82	RFLP
Somatic_emb_per_explant_1-1	H	7.48	9.48	QTL_misc
Somatic_emb_per_explant_1-2	G	50.68	52.68	QTL_misc
Somatic_emb_per_explant_1-3	G	62	64	QTL_misc
Somatic_emb_per_explant_2-1	G	50.93	53.93	QTL_misc
Somatic_emb_per_explant_2-2	G	48.54	49.91	QTL_misc
Somatic_emb_per_explant_2-3	G	52.94	54.94	QTL_misc
Somatic_emb_per_explant_2-4	G	43.09	45.39	QTL_misc
Somatic_emb_per_explant_3-1	B2	51.45	55.2	QTL_misc
Somatic_emb_per_explant_3-2	B2	99.55	102.6	QTL_misc
Somatic_emb_per_explant_3-3	D2	123.3	125.3	QTL_misc
Somatic_emb_per_explant_4-1	D1b	100.88	122.78	QTL_misc
Somatic_emb_per_explant_4-2	C2	107.58	127.46	QTL_misc
Somatic_embryogen_effic_1-1	G	50.68	52.68	QTL_misc
Somatic_embryogenesis_1-1	C2	120.6	122.6	QTL_misc
Somatic_embryogenesis_1-2	C2	100.75	102.75	QTL_misc
Southern_root-knot_nematode_1-1	O	36.75	38.75	QTL_nematode
Southern_root-knot_nematode_1-2	O	27.4	29.4	QTL_nematode
Southern_root-knot_nematode_1-3	G	66.7	68.7	QTL_nematode
Southern_root-knot_nematode_1-4	G	79.59	81.59	QTL_nematode
Southern_root-knot_nematode_2-1	O	28.38	37.75	QTL_nematode
Southern_root-knot_nematode_2-2	G	80.59	88	QTL_nematode
Southern_root-knot_nematode_3-1	O	5.44	17.25	QTL_nematode
Southern_root-knot_nematode_3-2	G	63	66.55	QTL_nematode
Southern_root-knot_nematode_4-1	G	63	66.55	QTL_nematode
Soybean_mosaic_virus_1-1	D1b	48.93	50.93	QTL_viral
Soybean_mosaic_virus_1-10	B1	22.29	24.29	QTL_viral
Soybean_mosaic_virus_1-11	F	75.04	77.04	QTL_viral
Soybean_mosaic_virus_1-12	E	6.9	8.9	QTL_viral
Soybean_mosaic_virus_1-13	J	32.12	34.12	QTL_viral
Soybean_mosaic_virus_1-14	J	62.19	64.19	QTL_viral
Soybean_mosaic_virus_1-15	L	42.96	44.96	QTL_viral
Soybean_mosaic_virus_1-16	L	99.19	101.19	QTL_viral
Soybean_mosaic_virus_1-17	L	88.26	90.26	QTL_viral
Soybean_mosaic_virus_1-18	I	94.45	96.45	QTL_viral
Soybean_mosaic_virus_1-19	I	89.44	91.44	QTL_viral
Soybean_mosaic_virus_1-2	N	42.15	44.15	QTL_viral
Soybean_mosaic_virus_1-3	N	73.5	75.5	QTL_viral
Soybean_mosaic_virus_1-4	N	45.35	47.35	QTL_viral
Soybean_mosaic_virus_1-5	C1	122.21	124.21	QTL_viral
Soybean_mosaic_virus_1-6	A2	115.88	117.88	QTL_viral
Soybean_mosaic_virus_1-7	A2	115.88	117.88	QTL_viral
Soybean_mosaic_virus_1-8	K	89.15	91.15	QTL_viral
Soybean_mosaic_virus_1-9	K	89.38	91.38	QTL_viral
Sprout_yield_1-1	B1	58.66	60.66	QTL_yield
Sprout_yield_1-2	G	98.3	100.3	QTL_yield
Sprout_yield_1-3	K	94.89	96.89	QTL_yield
Sprout_yield_1-4	L	45.4	46.4	QTL_yield
Staga001	C2	119.84	119.84	SSR
Staga002	D1b	126.44	126.44	SSR
"Stem_diameter,_main_1-1"	L	85.6	87.6	QTL_leaf-stem
"Stem_diameter,_main_1-2"	L	100.3	102.3	QTL_leaf-stem
"Stem_diameter,_main_1-3"	L	101.02	103.02	QTL_leaf-stem
"Stem_length,_main_2-1"	C1	65.08	78.65	QTL_whole-plant
"Stem_length,_main_2-2"	F	85.33	111.88	QTL_whole-plant
"Stem_length,_main_2-3"	L	87.41	92.66	QTL_whole-plant
"Stem_length,_main_3-1"	D2	66.26	69.3	QTL_whole-plant
"Stem_length,_main_3-2"	L	71.44	87.41	QTL_whole-plant
"Stem_strength,_main_1-1"	A2	24.8	28.2	QTL_leaf-stem
"Stem_strength,_main_1-2"	A2	36.11	40.01	QTL_leaf-stem
"Stem_strength,_main_1-3"	B2	64.43	73.53	QTL_leaf-stem
"Stem_strength,_main_1-4"	C1	41.43	65.08	QTL_leaf-stem
"Stem_strength,_main_1-5"	C2	91.9	97.4	QTL_leaf-stem
"Stem_strength,_main_1-6"	C2	115.97	119.77	QTL_leaf-stem
"Stem_strength,_main_1-7"	C2	36.79	43.79	QTL_leaf-stem
"Stem_strength,_main_1-8"	F	99.06	107.96	QTL_leaf-stem
"Stem_weight,_dry_1-1"	L	87.41	92.66	QTL_whole-plant
"Stem_weight,_dry_1-2"	M	95.44	107.69	QTL_whole-plant
"Stem_weight,_dry_1-3"	O	106.02	119.5	QTL_whole-plant
"Stem_weight,_dry_2-1"	D2	92.12	105.44	QTL_whole-plant
"Stem_weight,_dry_2-2"	L	71.44	87.41	QTL_whole-plant
"Stem_weight,_dry_2-3"	J	25.51	37.04	QTL_whole-plant
Storage_1	O	28.29	28.29	RFLP
T	C2	112.44	112.44	Gene
T003_1	O	63.61	63.61	RFLP
T005_1	B2	118.69	118.69	RFLP
T005_2	G	81.47	81.47	RFLP
T010_1	O	126.98	126.98	RFLP
T010_2	I	67.29	67.29	RFLP
T027_1	O	124.16	124.16	RFLP
T028_1	B1	5.07	5.07	RFLP
T036_1	A2	141.08	141.08	RFLP
T036_2	G	73	73	RFLP
T092_1	F	126.44	126.44	RFLP
T092_2	E	20.05	20.05	RFLP
T092_3	B1	57.83	57.83	RFLP
T098_1	I	0	0	RFLP
T153_1	A2	50.41	50.41	RFLP
T153_2	E	14.96	14.96	RFLP
T153_3	A1	56.18	56.18	RFLP
T155_1	A1	93.58	93.58	RFLP
T155_2	A2	53.09	53.09	RFLP
T183_1	E	0	0	RFLP
T270_1	D1b	123.33	123.33	RFLP
T270_2	B2	18.79	18.79	RFLP
Tel1075a	D1a	0	0	Marker
Tel3ABCa	D2	133.85	133.85	Marker
Tel450	B2	120.98	120.98	Marker
Tel750	D1a	2.97	2.97	Marker
Ti	A2	150	150	Gene
Tobacco_ring_spot_virus_1-1	F	59.77	67.18	QTL_viral
